/I_60/OUT X,/I_60/OUT Y,/I_120/OUT X,/I_120/OUT Y,/I_180/OUT X,/I_180/OUT Y,/I_240/OUT X,/I_240/OUT Y,/I_600/OUT X,/I_600/OUT Y,/I_540/OUT X,/I_540/OUT Y,/I_480/OUT X,/I_480/OUT Y,/I_420/OUT X,/I_420/OUT Y,/I_360/OUT X,/I_360/OUT Y,/net7 X,/net7 Y,/I_300/OUT X,/I_300/OUT Y
0.0004869215855471717,-4.453645107370356e-13,0.0004869215855471717,3.927450394616762e-12,0.0004869215855471717,1.350987132326236e-12,0.0004869215855471717,8.899605995333856e-13,0.0004869215855471717,1.010101331498662e-11,0.0004869215855471717,8.082022836111065e-12,0.0004869215855471717,6.211443505382309e-12,0.0004869215855471717,4.219746701435771e-12,0.0004869215855471717,2.756187446572661e-12,0.0004869215855471717,0.002615682890565657,0.0004869215855471717,1.578972909177198e-12
0.0004969215855471717,-1.451043125751803e-12,0.0004969215855471717,3.079000774609519e-12,0.0004969215855471717,7.141619805630798e-13,0.0004969215855471717,3.420095180772429e-13,0.0004969215855471717,9.70408102873259e-12,0.0004969215855471717,7.665843123739514e-12,0.0004969215855471717,5.777424065373671e-12,0.0004969215855471717,3.765930074636342e-12,0.0004969215855471717,2.281932380737576e-12,0.0004969215855471717,0.0006156828905656553,0.0004969215855471717,1.07670734973395e-12
0.0005069215855471718,-2.473475905795007e-12,0.0005069215855471718,2.233607274079093e-12,0.0005069215855471718,7.56024214559495e-14,0.0005069215855471718,-2.094293370895301e-13,0.0005069215855471718,9.302793457717619e-12,0.0005069215855471718,7.245152317292124e-12,0.0005069215855471718,5.338831272270319e-12,0.0005069215855471718,3.307525578614669e-12,0.0005069215855471718,1.803205150931295e-12,0.0005069215855471718,-0.001384317109434346,0.0005069215855471718,5.702614208515754e-13
0.0005169215855471718,-3.515229417659793e-12,0.0005169215855471718,1.392392908418136e-12,0.0005169215855471718,-5.640134130910307e-13,0.0005169215855471718,-7.647970382704182e-13,0.0005169215855471718,8.897594617030386e-12,0.0005169215855471718,6.820445432282081e-12,0.0005169215855471718,4.896207539923758e-12,0.0005169215855471718,2.84512129659345e-12,0.0005169215855471718,1.32062203577399e-12,0.0005169215855471718,-0.003384317109434348,0.0005169215855471718,6.029776979180185e-14
0.0005269215855471718,-4.576777267960157e-12,0.0005269215855471718,5.556340993645048e-13,0.0005269215855471718,-1.208786118419253e-12,0.0005269215855471718,-1.327485755616364e-12,0.0005269215855471718,8.488675376115695e-12,0.0005269215855471718,6.391935582887129e-12,0.0005269215855471718,4.449779157846181e-12,0.0005269215855471718,2.378949549540144e-12,0.0005269215855471718,8.344174733390312e-13,0.0005269215855471718,-0.005384317109434364,0.0005269215855471718,-4.530514646512375e-13
0.0005369215855471718,-5.658497736104629e-12,0.0005369215855471718,-2.76838947903508e-13,0.0005369215855471718,-1.862020375149462e-12,0.0005369215855471718,-1.898642513483619e-12,0.0005369215855471718,8.076061719090596e-12,0.0005369215855471718,5.959660155662559e-12,0.0005369215855471718,3.999585872881209e-12,0.0005369215855471718,1.909043347493376e-12,0.0005369215855471718,3.446132558783279e-13,0.0005369215855471718,-0.007384317109434366,0.0005369215855471718,-9.723574661825865e-13
0.0005469215855471719,-6.76051330329561e-12,0.0005469215855471719,-1.107855494477448e-12,0.0005469215855471719,-2.524374001350475e-12,0.0005469215855471719,-2.478560104414337e-12,0.0005469215855471719,7.659801327484479e-12,0.0005469215855471719,5.523681753430459e-12,0.0005469215855471719,3.545696436544155e-12,0.0005469215855471719,1.435468666643501e-12,0.0005469215855471719,-1.487346772221769e-13,0.0005469215855471719,-0.009384317109434367,0.0005469215855471719,-1.499589594451425e-12
0.0005569215855471719,-7.882732519276843e-12,0.0005569215855471719,-1.946708629989217e-12,0.0005569215855471719,-3.196021310844183e-12,0.0005569215855471719,-3.067317245638687e-12,0.0005569215855471719,7.23999256436981e-12,0.0005569215855471719,5.084116530953775e-12,0.0005569215855471719,3.088235259853097e-12,0.0005569215855471719,9.583491732714221e-13,0.0005569215855471719,-6.462118908503483e-13,0.0005569215855471719,-0.01138431710943437,0.0005569215855471719,-2.035092977426094e-12
0.0005669215855471719,-9.024869710328405e-12,0.0005669215855471719,-2.796186647881894e-12,0.0005669215855471719,-3.876944691142163e-12,0.0005669215855471719,-3.66490147542266e-12,0.0005669215855471719,6.816777344446165e-12,0.0005669215855471719,4.641124961218406e-12,0.0005669215855471719,2.627370940753165e-12,0.0005669215855471719,4.778523660778164e-13,0.0005669215855471719,-1.150463605161232e-12,0.0005669215855471719,-0.01338431710943437,0.0005669215855471719,-2.578952844183787e-12
0.0005769215855471719,-1.018643462428893e-11,0.0005769215855471719,-3.656681854482556e-12,0.0005769215855471719,-4.567062958848043e-12,0.0005769215855471719,-4.271256158023279e-12,0.0005769215855471719,6.390336625098563e-12,0.0005769215855471719,4.194906525036229e-12,0.0005769215855471719,2.163310284667771e-12,0.0005769215855471719,-5.816948405779739e-15,0.0005769215855471719,-1.662299675184902e-12,0.0005769215855471719,-0.01538431710943439,0.0005769215855471719,-3.131123434960668e-12
0.000586921585547172,-1.136672691666228e-11,0.000586921585547172,-4.528088863248922e-12,0.000586921585547172,-5.266247698473064e-12,0.000586921585547172,-4.88628047830861e-12,0.000586921585547172,5.960888364105493e-12,0.000586921585547172,3.745697307297957e-12,0.000586921585547172,1.696295712911147e-12,0.000586921585547172,-4.926183384380578e-13,0.000586921585547172,-2.181778520889608e-12,0.000586921585547172,-0.01738431710943439,0.000586921585547172,-3.691506448737707e-12
0.000596921585547172,-1.256484460458871e-11,0.000596921585547172,-5.410139625549109e-12,0.000596921585547172,-5.974317387203798e-12,0.000596921585547172,-5.509824790249871e-12,0.000596921585547172,5.528684688579349e-12,0.000596921585547172,3.293766786506499e-12,0.000596921585547172,1.226601865414556e-12,0.000596921585547172,-9.84710054133017e-13,0.000596921585547172,-2.708801443428768e-12,0.000596921585547172,-0.0193843171094344,0.000596921585547172,-4.259964537124039e-12
0.000606921585547172,-1.377970327389926e-11,0.000606921585547172,-6.302500332713093e-12,0.000606921585547172,-6.691034971276193e-12,0.000606921585547172,-6.14169061864196e-12,0.000606921585547172,5.094007405554503e-12,0.000606921585547172,2.839412897818964e-12,0.000606921585547172,7.54530443696884e-13,0.000606921585547172,-1.483268403602311e-12,0.000606921585547172,-3.243193003975154e-12,0.000606921585547172,-0.02138431710943439,0.000606921585547172,-4.836321036165156e-12
0.000616921585547172,-1.501006244158691e-11,0.000616921585547172,-7.204773634491416e-12,0.000616921585547172,-7.41611139217373e-12,0.000616921585547172,-6.781634786314508e-12,0.000616921585547172,4.657162052507289e-12,0.000616921585547172,2.382955615342717e-12,0.000616921585547172,2.804035843339924e-13,0.000616921585547172,-1.988328466503692e-12,0.000616921585547172,-3.784746085013415e-12,0.000616921585547172,-0.02338431710943442,0.000616921585547172,-5.420361147384768e-12
0.0006269215855471721,-1.625455676405387e-11,0.0006269215855471721,-8.116494328292759e-12,0.0006269215855471721,-8.149212970888603e-12,0.0006269215855471721,-7.429376070735509e-12,0.0006269215855471721,4.218470897932332e-12,0.0006269215855471721,1.924729512221482e-12,0.0006269215855471721,-1.954437408922034e-13,0.0006269215855471721,-2.499733443697854e-12,0.0006269215855471721,-4.333230566326508e-12,0.0006269215855471721,-0.02538431710943442,0.0006269215855471721,-6.011836606908342e-12
0.0006369215855471721,-1.751173012876831e-11,0.0006369215855471721,-9.037135157336217e-12,0.0006369215855471721,-8.889970729148727e-12,0.0006369215855471721,-8.08460323315243e-12,0.0006369215855471721,3.778265363203464e-12,0.0006369215855471721,1.465075808478281e-12,0.0006369215855471721,-6.735142398552054e-13,0.0006369215855471721,-3.017241841750491e-12,0.0006369215855471721,-4.888396398454743e-12,0.0006369215855471721,-0.0273843171094344,0.0006369215855471721,-6.610472519417566e-12
0.0006469215855471721,-1.878007054513406e-11,0.0006469215855471721,-9.966119539663916e-12,0.0006469215855471721,-9.637990472524412e-12,0.0006469215855471721,-8.746983633698148e-12,0.0006469215855471721,3.336878385466597e-12,0.0006469215855471721,1.004334457716002e-12,0.0006469215855471721,-1.155894299096749e-12,0.0006469215855471721,-3.540597423665938e-12,0.0006469215855471721,-5.449978299519946e-12,0.0006469215855471721,-0.02938431710943443,0.0006469215855471721,-7.215975081489402e-12
0.0006569215855471721,-2.005804370740141e-11,0.0006569215855471721,-1.090283661955914e-11,0.0006569215855471721,-1.039286279077727e-11,0.0006569215855471721,-9.416171759414611e-12,0.0006569215855471721,2.894637254897506e-12,0.0006569215855471721,5.428368330937724e-13,0.0006569215855471721,-1.6430070658238e-12,0.0006569215855471721,-4.069544930030431e-12,0.0006569215855471721,-6.017701935826353e-12,0.0006569215855471721,-0.03138431710943443,0.0006569215855471721,-7.828039266990721e-12
0.0006669215855471722,-2.1344123278207e-11,0.0006669215855471722,-1.184665597882116e-11,0.0006669215855471722,-1.115417225929824e-11,0.0006669215855471722,-1.009181703361206e-11,0.0006669215855471722,2.451857406492956e-12,0.0006669215855471722,8.089950258771853e-14,0.0006669215855471722,-2.134748649956453e-12,0.0006669215855471722,-4.603832725566548e-12,0.0006669215855471722,-6.591290112030326e-12,0.0006669215855471722,-0.03338431710943443,0.0006669215855471722,-8.446355814769236e-12
0.0006769215855471722,-2.263681636022106e-11,0.0006769215855471722,-1.279694068400089e-11,0.0006769215855471722,-1.192150520701514e-11,0.0006769215855471722,-1.077357036347674e-11,0.0006769215855471722,2.008837540717558e-12,0.0006769215855471722,-3.812229858960709e-13,0.0006769215855471722,-2.630913048631705e-12,0.0006769215855471722,-5.143214469693943e-12,0.0006769215855471722,-7.170468015121332e-12,0.0006769215855471722,-0.03538431710943443,0.0006769215855471722,-9.070617033952635e-12
0.0006869215855471722,-2.39346831938655e-11,0.0006869215855471722,-1.37530579340351e-11,0.0006869215855471722,-1.269445560938613e-11,0.0006869215855471722,-1.146108902864211e-11,0.0006869215855471722,1.565856293545939e-12,0.0006869215855471722,-8.450347540782981e-13,0.0006869215855471722,-3.131274532297276e-12,0.0006869215855471722,-5.687451221194459e-12,0.0006869215855471722,-7.754967013841165e-12,0.0006869215855471722,-0.03738431710943443,0.0006869215855471722,-9.700521079148851e-12
0.0006969215855471722,-2.523635071620702e-11,0.0006969215855471722,-1.471438689615158e-11,0.0006969215855471722,-1.347262885736222e-11,0.0006969215855471722,-1.215403970788908e-11,0.0006969215855471722,1.123170518302731e-12,0.0006969215855471722,-1.311908012274174e-12,0.0006969215855471722,-3.635623290534789e-12,0.0006969215855471722,-6.236312967212477e-12,0.0006969215855471722,-8.344526840601116e-12,0.0006969215855471722,-0.03938431710943446,0.0006969215855471722,-1.033577452643208e-11
0.0007069215855471723,-2.654052015901475e-11,0.0007069215855471723,-1.568032360271877e-11,0.0007069215855471723,-1.425564338456066e-11,0.0007069215855471723,-1.285209963142345e-11,0.0007069215855471723,6.81015086722322e-13,0.0007069215855471723,-1.78193847859487e-12,0.0007069215855471723,-4.143766635928507e-12,0.0007069215855471723,-6.78957893056906e-12,0.0007069215855471723,-8.938896177403778e-12,0.0007069215855471723,-0.04138431710943444,0.0007069215855471723,-1.097609324173683e-11
0.0007169215855471723,-2.784596931659831e-11,0.0007169215855471723,-1.665028304793687e-11,0.0007169215855471723,-1.504313032635074e-11,0.0007169215855471723,-1.355495601573371e-11,0.0007169215855471723,2.396040056691548e-13,0.0007169215855471723,-2.255043691206597e-12,0.0007169215855471723,-4.655523962796545e-12,0.0007169215855471723,-7.347036559675159e-12,0.0007169215855471723,-9.537831800465498e-12,0.0007169215855471723,-0.04338431710943447,0.0007169215855471723,-1.16212016928091e-11
0.0007269215855471723,-2.91515504078569e-11,0.0007269215855471723,-1.762369884234766e-11,0.0007269215855471723,-1.583473152431656e-11,0.0007269215855471723,-1.426230405875424e-11,0.0007269215855471723,-2.008674380358841e-13,0.0007269215855471723,-2.73106625656468e-12,0.0007269215855471723,-5.170722231178463e-12,0.0007269215855471723,-7.908479388979333e-12,0.0007269215855471723,-1.014109653153485e-11,0.0007269215855471723,-0.04538431710943447,0.0007269215855471723,-1.22708309576731e-11
0.0007369215855471724,-3.045618461393594e-11,0.0007369215855471724,-1.860002092328459e-11,0.0007369215855471724,-1.663009627234768e-11,0.0007369215855471724,-1.497384384686288e-11,0.0007369215855471724,-6.409988067383412e-13,0.0007369215855471724,-3.209846685035534e-12,0.0007369215855471724,-5.689192299195842e-12,0.0007369215855471724,-8.47370407414067e-12,0.0007369215855471724,-1.074845630020371e-11,0.0007369215855471724,-0.04738431710943447,0.0007369215855471724,-1.292471575359701e-11
0.0007469215855471724,-3.175885438388563e-11,0.0007469215855471724,-1.957871187511681e-11,0.0007469215855471724,-1.742887722919522e-11,0.0007469215855471724,-1.568927654490582e-11,0.0007469215855471724,-1.08258861534188e-12,0.0007469215855471724,-3.691234251658997e-12,0.0007469215855471724,-6.210765393022621e-12,0.0007469215855471724,-9.042506913423295e-12,0.0007469215855471724,-1.135967663179098e-11,0.0007469215855471724,-0.04938431710943447,0.0007469215855471724,-1.358259082534448e-11
0.0007569215855471724,-3.305859452821538e-11,0.0007569215855471724,-2.055924240633146e-11,0.0007569215855471724,-1.823072590302852e-11,0.0007569215855471724,-1.640830022640371e-11,0.0007569215855471724,-1.526025443519775e-12,0.0007569215855471724,-4.175081263111706e-12,0.0007569215855471724,-6.735269513672074e-12,0.0007569215855471724,-9.614680139677292e-12,0.0007569215855471724,-1.197451886156199e-11,0.0007569215855471724,-0.05138431710943447,0.0007569215855471724,-1.424418701647536e-11
0.0007669215855471724,-3.435448294777409e-11,0.0007669215855471724,-2.154108646348367e-11,0.0007669215855471724,-1.903528806378231e-11,0.0007669215855471724,-1.713060565534148e-11,0.0007669215855471724,-1.971281134295438e-12,0.0007669215855471724,-4.661236413263017e-12,0.0007669215855471724,-7.262525858687928e-12,0.0007669215855471724,-1.019000822822797e-11,0.0007669215855471724,-1.259273633798595e-11,0.0007669215855471724,-0.0533843171094345,0.0007669215855471724,-1.490922730749471e-11
0.0007769215855471725,-3.564563167852082e-11,0.0007769215855471725,-2.252371638927831e-11,0.0007769215855471725,-1.984219937150713e-11,0.0007769215855471725,-1.785587227298521e-11,0.0007769215855471725,-2.418228526457234e-12,0.0007769215855471725,-5.14954004270218e-12,0.0007769215855471725,-7.792345430907335e-12,0.0007769215855471725,-1.076826441199702e-11,0.0007769215855471725,-1.321407082346803e-11,0.0007769215855471725,-0.05538431710943448,0.0007769215855471725,-1.557742305068042e-11
0.0007869215855471725,-3.693117873828999e-11,0.0007869215855471725,-2.350659843383135e-11,0.0007869215855471725,-2.065108143322919e-11,0.0007869215855471725,-1.858376458065652e-11,0.0007869215855471725,-2.866708017008131e-12,0.0007869215855471725,-5.639820838221521e-12,0.0007869215855471725,-8.324525980210368e-12,0.0007869215855471725,-1.134920754943939e-11,0.0007869215855471725,-1.383824925332664e-11,0.0007869215855471725,-0.05738431710943451,0.0007869215855471725,-1.624847057484356e-11
0.0007969215855471725,-3.821028108856968e-11,0.0007969215855471725,-2.448918884448789e-11,0.0007969215855471725,-2.146153843576603e-11,0.0007969215855471725,-1.931392904737437e-11,0.0007969215855471725,-3.316553520885883e-12,0.0007969215855471725,-6.131893259106827e-12,0.0007969215855471725,-8.858849375830258e-12,0.0007969215855471725,-1.193257944333989e-11,0.0007969215855471725,-1.446498096034605e-11,0.0007969215855471725,-0.05938431710943451,0.0007969215855471725,-1.692204827942872e-11
0.0008069215855471725,-3.948210889009621e-11,0.0008069215855471725,-2.547093066896758e-11,0.0008069215855471725,-2.22731544397177e-11,0.0008069215855471725,-2.00459916199089e-11,0.0008069215855471725,-3.76759090014705e-12,0.0008069215855471725,-6.625555459100834e-12,0.0008069215855471725,-9.39507946300683e-12,0.0008069215855471725,-1.251810266663843e-11,0.0008069215855471725,-1.509395542967753e-11,0.0008069215855471725,-0.06138431710943451,0.0008069215855471725,-1.759781428896823e-11
0.0008169215855471726,-4.074584110754722e-11,0.0008169215855471726,-2.645125134568827e-11,0.0008169215855471726,-2.308549137526436e-11,0.0008169215855471726,-2.077955587000395e-11,0.0008169215855471726,-4.219632919640949e-12,0.0008169215855471726,-7.120587657161819e-12,0.0008169215855471726,-9.932960424538579e-12,0.0008169215855471726,-1.310547892358008e-11,0.0008169215855471726,-1.572484061574188e-11,0.0008169215855471726,-0.06338431710943451,0.0008169215855471726,-1.82754047014332e-11
0.0008269215855471726,-4.200066244080751e-11,0.0008269215855471726,-2.742956110147742e-11,0.0008269215855471726,-2.389808774413793e-11,0.0008269215855471726,-2.151420178324566e-11,0.0008269215855471726,-4.672476125726331e-12,0.0008269215855471726,-7.616750960511322e-12,0.0008269215855471726,-1.047221564899694e-11,0.0008269215855471726,-1.369438794607089e-11,0.0008269215855471726,-1.635728182387128e-11,0.0008269215855471726,-0.06538431710943451,0.0008269215855471726,-1.895443243395437e-11
0.0008369215855471726,-4.324576150589961e-11,0.0008369215855471726,-2.840525213635583e-11,0.0008369215855471726,-2.471045800482172e-11,0.0008369215855471726,-2.224948517066209e-11,0.0008369215855471726,-5.125899487743032e-12,0.0008369215855471726,-8.113786643094423e-12,0.0008369215855471726,-1.101254708852474e-11,0.0008369215855471726,-1.428448691270586e-11,0.0008369215855471726,-1.69909011413811e-11,0.0008369215855471726,-0.06738431710943454,0.0008369215855471726,-1.963448664852212e-11
0.0008469215855471726,-4.448033014196522e-11,0.0008469215855471726,-2.937769855085166e-11,0.0008469215855471726,-2.552209260118747e-11,0.0008469215855471726,-2.298493766974738e-11,0.0008469215855471726,-5.579663977228501e-12,0.0008469215855471726,-8.611415856662098e-12,0.0008469215855471726,-1.155363508225717e-11,0.0008469215855471726,-1.487541036209372e-11,0.0008469215855471726,-1.762529738838907e-11,0.0008469215855471726,-0.06938431710943452,0.0008469215855471726,-2.031513272782912e-11
0.0008569215855471727,-4.570356370779291e-11,0.0008569215855471727,-3.034625695736629e-11,0.0008569215855471727,-2.633245858484949e-11,0.0008569215855471727,-2.372006729140192e-11,0.0008569215855471727,-6.033512592250147e-12,0.0008569215855471727,-9.109339753696874e-12,0.0008569215855471727,-1.209513861422261e-11,0.0008569215855471727,-1.546677056543225e-11,0.0008569215855471727,-1.826004655248046e-11,0.0008569215855471727,-0.07138431710943452,0.0008569215855471727,-2.099591276228734e-11
0.0008669215855471727,-4.691466221935696e-11,0.0008669215855471727,-3.131026770482513e-11,0.0008669215855471727,-2.714100077343917e-11,0.0008669215855471727,-2.445435946399677e-11,0.0008669215855471727,-6.487170711137548e-12,0.0008669215855471727,-9.607239982741816e-12,0.0008669215855471727,-1.263669596962771e-11,0.0008669215855471727,-1.605815832200461e-11,0.0008669215855471727,-1.889470266558076e-11,0.0008669215855471727,-0.07338431710943455,0.0008669215855471727,-2.167634650416357e-11
0.0008769215855471727,-4.811283217983197e-11,0.0008769215855471727,-3.226905664402002e-11,0.0008769215855471727,-2.79471433869767e-11,0.0008769215855471727,-2.518727852335079e-11,0.0008769215855471727,-6.94034673691901e-12,0.0008769215855471727,-1.010477952955718e-11,0.0008769215855471727,-1.317792575442289e-11,0.0008769215855471727,-1.664914413423901e-11,0.0008769215855471727,-1.952879908197701e-11,0.0008769215855471727,-0.07538431710943455,0.0008769215855471727,-2.235593274305852e-11
0.0008869215855471727,-4.929728896896696e-11,0.0008869215855471727,-3.322193735904477e-11,0.0008869215855471727,-2.875029210299471e-11,0.0008869215855471727,-2.591826959695783e-11,0.0008869215855471727,-7.3927330186585e-12,0.0008869215855471727,-1.060160386768234e-11,0.0008869215855471727,-1.371842823961554e-11,0.0008869215855471727,-1.723927972467854e-11,0.0008869215855471727,-2.016185011199872e-11,0.0008869215855471727,-0.07738431710943455,0.0008869215855471727,-2.303415105565503e-11
0.0008969215855471728,-5.046725970892869e-11,0.0008969215855471728,-3.416821379033116e-11,0.0008969215855471728,-2.954983647207103e-11,0.0008969215855471728,-2.664676083091399e-11,0.0008969215855471728,-7.844007029086212e-12,0.0008969215855471728,-1.109734238441573e-11,0.0008969215855471728,-1.425778699309145e-11,0.0008969215855471728,-1.78280998528404e-11,0.0008969215855471728,-2.079335297052446e-11,0.0008969215855471728,-0.07938431710943455,0.0008969215855471728,-2.371046388308247e-11
0.0009069215855471728,-5.162198631851721e-11,0.0009069215855471728,-3.510718317880976e-11,0.0009069215855471728,-3.034515263744974e-11,0.0009069215855471728,-2.73721659093736e-11,0.0009069215855471728,-8.293832769488733e-12,0.0009069215855471728,-1.159161004965503e-11,0.0009069215855471728,-1.479557076191388e-11,0.0009069215855471728,-1.841512439260387e-11,0.0009069215855471728,-2.142278999589058e-11,0.0009069215855471728,-0.08138431710943456,0.0009069215855471728,-2.438431888976567e-11
0.0009169215855471728,-5.27607287963317e-11,0.0009169215855471728,-3.603813926089837e-11,0.0009169215855471728,-3.113560630262764e-11,0.0009169215855471728,-2.809388681674692e-11,0.0009169215855471728,-8.741862374717369e-12,0.0009169215855471728,-1.208400929308106e-11,0.0009169215855471728,-1.533133556782272e-11,0.0009169215855471728,-1.899986063044234e-11,0.0009169215855471728,-2.204963109658065e-11,0.0009169215855471728,-0.08338431710943459,0.0009169215855471728,-2.50551515579364e-11
0.0009269215855471729,-5.388276868226989e-11,0.0009269215855471729,-3.696037564786562e-11,0.0009269215855471729,-3.192055589376834e-11,0.0009269215855471729,-2.88113167938928e-11,0.0009269215855471729,-9.187737887880989e-12,0.0009269215855471729,-1.257413205519503e-11,0.0009269215855471729,-1.586462697997276e-11,0.0009269215855471729,-1.958180574413285e-11,0.0009269215855471729,-2.267333638473561e-11,0.0009269215855471729,-0.08538431710943456,0.0009269215855471729,-2.572238797299978e-11
0.0009369215855471729,-5.498738975260823e-11,0.0009369215855471729,-3.787317015336906e-11,0.0009369215855471729,-3.269933910136119e-11,0.0009369215855471729,-2.952382794368767e-11,0.0009369215855471729,-9.631083051776196e-12,0.0009369215855471729,-1.306155096132796e-11,0.0009369215855471729,-1.639497062728292e-11,0.0009369215855471729,-2.016043654432025e-11,0.0009369215855471729,-2.329334532704273e-11,0.0009369215855471729,-0.08738431710943459,0.0009369215855471729,-2.638543324769782e-11
0.0009469215855471729,-5.607386198809024e-11,0.0009469215855471729,-3.877577177669608e-11,0.0009469215855471729,-3.347126194429967e-11,0.0009469215855471729,-3.023076125314614e-11,0.0009469215855471729,-1.007149694164803e-11,0.0009469215855471729,-1.354581244260811e-11,0.0009469215855471729,-1.692186477826259e-11,0.0009469215855471729,-2.073520140353726e-11,0.0009469215855471729,-2.390906806436722e-11,0.0009469215855471729,-0.08938431710943459,0.0009469215855471729,-2.704366224013472e-11
0.0009569215855471729,-5.714159548386283e-11,0.0009569215855471729,-3.966753211180945e-11,0.0009569215855471729,-3.423571444022751e-11,0.0009569215855471729,-3.093153380669799e-11,0.0009569215855471729,-1.050862444733088e-11,0.0009569215855471729,-1.402651342816374e-11,0.0009569215855471729,-1.744486312608262e-11,0.0009569215855471729,-2.130560973698011e-11,0.0009569215855471729,-2.451997992677725e-11,0.0009569215855471729,-0.09138431710943457,0.0009569215855471729,-2.769652006710167e-11
0.000966921585547173,-5.819004148592536e-11,0.000966921585547173,-4.054782179863458e-11,0.000966921585547173,-3.499209577334261e-11,0.000966921585547173,-3.162556882478968e-11,0.000966921585547173,-1.094210908152421e-11,0.000966921585547173,-1.450325027453543e-11,0.000966921585547173,-1.796351973968596e-11,0.000966921585547173,-2.187117264998428e-11,0.000966921585547173,-2.512555956328891e-11,0.000966921585547173,-0.09338431710943459,0.000966921585547173,-2.834345632787417e-11
0.000976921585547173,-5.921864752603771e-11,0.000976921585547173,-4.14159941793937e-11,0.000976921585547173,-3.573978420498093e-11,0.000976921585547173,-3.231226849478641e-11,0.000976921585547173,-1.137157511658729e-11,0.000976921585547173,-1.497559960532102e-11,0.000976921585547173,-1.847736864036759e-11,0.000976921585547173,-2.243138096813226e-11,0.000976921585547173,-2.5725265175854e-11,0.000976921585547173,-0.0953843171094346,0.000976921585547173,-2.898389984362569e-11
0.000986921585547173,-6.022689300221273e-11,0.000986921585547173,-4.227141739979135e-11,0.000986921585547173,-3.647816652036621e-11,0.000986921585547173,-3.299104167551235e-11,0.000986921585547173,-1.179664712294735e-11,0.000986921585547173,-1.544313932056388e-11,0.000986921585547173,-1.898594622604188e-11,0.000986921585547173,-2.298572915315027e-11,0.000986921585547173,-2.631855939048691e-11,0.000986921585547173,-0.09738431710943463,0.000986921585547173,-2.961728487979841e-11
0.0009934607927735866,-6.087496646253199e-11,0.0009934607927735866,-4.28236129909964e-11,0.0009934607927735866,-3.695569411736016e-11,0.0009934607927735866,-3.343034499123326e-11,0.0009934607927735866,-1.207205792295626e-11,0.0009934607927735866,-1.574607466745067e-11,0.0009934607927735866,-1.931544853368745e-11,0.0009934607927735866,-2.334482433488792e-11,0.0009934607927735866,-2.670280964436746e-11,0.0009934607927735866,-0.09869215855471733,0.0009934607927735866,-3.002738861276688e-11
0.001,-6.151400377061089e-11,0.001,-4.33699319753313e-11,0.001,-3.742882361743312e-11,0.001,-3.386585339887242e-11,0.001,-1.234532931783171e-11,0.001,-1.604666102218574e-11,0.001,-1.964237627126099e-11,0.001,-2.370106490696018e-11,0.001,-2.708394813577128e-11,0.001,-0.1,0.001,-3.043408504946343e-11
